continent,date,new_cases_smoothed_per_million
Asia,2/24/2020,
Asia,2/25/2020,
Asia,2/26/2020,
Asia,2/27/2020,
Asia,2/28/2020,
Asia,2/29/2020,0.018
Asia,3/1/2020,0.018
Asia,3/2/2020,0
Asia,3/3/2020,0
Asia,3/4/2020,0
Asia,3/5/2020,0
Asia,3/6/2020,0
Asia,3/7/2020,0.011
Asia,3/8/2020,0.011
Asia,3/9/2020,0.011
Asia,3/10/2020,0.011
Asia,3/11/2020,0.022
Asia,3/12/2020,0.022
Asia,3/13/2020,0.022
Asia,3/14/2020,0.022
Asia,3/15/2020,0.043
Asia,3/16/2020,0.061
Asia,3/17/2020,0.065
Asia,3/18/2020,0.054
Asia,3/19/2020,0.054
Asia,3/20/2020,0.047
Asia,3/21/2020,0.036
Asia,3/22/2020,0.05
Asia,3/23/2020,0.054
Asia,3/24/2020,0.057
Asia,3/25/2020,0.172
Asia,3/26/2020,0.194
Asia,3/27/2020,0.24
Asia,3/28/2020,0.294
Asia,3/29/2020,0.287
Asia,3/30/2020,0.265
Asia,3/31/2020,0.445
Asia,4/1/2020,0.423
Asia,4/2/2020,0.556
Asia,4/3/2020,0.638
Asia,4/4/2020,0.588
Asia,4/5/2020,0.663
Asia,4/6/2020,0.8
Asia,4/7/2020,0.721
Asia,4/8/2020,0.828
Asia,4/9/2020,0.75
Asia,4/10/2020,0.904
Asia,4/11/2020,0.9
Asia,4/12/2020,0.918
Asia,4/13/2020,0.968
Asia,4/14/2020,1.069
Asia,4/15/2020,1.244
Asia,4/16/2020,1.255
Asia,4/17/2020,1.162
Asia,4/18/2020,1.388
Asia,4/19/2020,1.356
Asia,4/20/2020,1.395
Asia,4/21/2020,1.295
Asia,4/22/2020,1.155
Asia,4/23/2020,1.37
Asia,4/24/2020,1.366
Asia,4/25/2020,1.513
Asia,4/26/2020,1.901
Asia,4/27/2020,1.919
Asia,4/28/2020,2.428
Asia,4/29/2020,2.636
Asia,4/30/2020,2.335
Asia,5/1/2020,3.389
Asia,5/2/2020,4.085
Asia,5/3/2020,3.608
Asia,5/4/2020,3.364
Asia,5/5/2020,2.747
Asia,5/6/2020,5.01
Asia,5/7/2020,5.612
Asia,5/8/2020,4.992
Asia,5/9/2020,3.923
Asia,5/10/2020,6.932
Asia,5/11/2020,7.872
Asia,5/12/2020,8.958
Asia,5/13/2020,6.251
Asia,5/14/2020,6.982
Asia,5/15/2020,8.93
Asia,5/16/2020,10.181
Asia,5/17/2020,8.008
Asia,5/18/2020,8.636
Asia,5/19/2020,9.64
Asia,5/20/2020,11.397
Asia,5/21/2020,11.967
Asia,5/22/2020,11.343
Asia,5/23/2020,12.731
Asia,5/24/2020,14.463
Asia,5/25/2020,14.732
Asia,5/26/2020,15.284
Asia,5/27/2020,15.492
Asia,5/28/2020,15.872
Asia,5/29/2020,16.242
Asia,5/30/2020,16.414
Asia,5/31/2020,16.181
Asia,6/1/2020,16.697
Asia,6/2/2020,16.715
Asia,6/3/2020,17.529
Asia,6/4/2020,17.483
Asia,6/5/2020,19.043
Asia,6/6/2020,18.318
Asia,6/7/2020,18.82
Asia,6/8/2020,18.53
Asia,6/9/2020,16.963
Asia,6/10/2020,17.483
Asia,6/11/2020,17.927
Asia,6/12/2020,16.414
Asia,6/13/2020,16.321
Asia,6/14/2020,15.865
Asia,6/15/2020,16.532
Asia,6/16/2020,15.819
Asia,6/17/2020,16.97
Asia,6/18/2020,15.948
Asia,6/19/2020,15.535
Asia,6/20/2020,15.044
Asia,6/21/2020,14.585
Asia,6/22/2020,12.968
Asia,6/23/2020,13.8
Asia,6/24/2020,9.919
Asia,6/25/2020,10.178
Asia,6/26/2020,8.542
Asia,6/27/2020,8.316
Asia,6/28/2020,7.653
Asia,6/29/2020,7.513
Asia,6/30/2020,6.735
Asia,7/1/2020,7.61
Asia,7/2/2020,6.624
Asia,7/3/2020,7.402
Asia,7/4/2020,7.373
Asia,7/5/2020,7.115
Asia,7/6/2020,6.548
Asia,7/7/2020,7.262
Asia,7/8/2020,6.57
Asia,7/9/2020,5.849
Asia,7/10/2020,6.706
Asia,7/11/2020,6.021
Asia,7/12/2020,5.379
Asia,7/13/2020,4.988
Asia,7/14/2020,4.863
Asia,7/15/2020,4.827
Asia,7/16/2020,5.082
Asia,7/17/2020,3.712
Asia,7/18/2020,3.364
Asia,7/19/2020,3.672
Asia,7/20/2020,3.78
Asia,7/21/2020,3.138
Asia,7/22/2020,2.822
Asia,7/23/2020,3.03
Asia,7/24/2020,2.697
Asia,7/25/2020,2.679
Asia,7/26/2020,2.446
Asia,7/27/2020,2.704
Asia,7/28/2020,2.7
Asia,7/29/2020,2.668
Asia,7/30/2020,2.249
Asia,7/31/2020,2.012
Asia,8/1/2020,2.417
Asia,8/2/2020,1.983
Asia,8/3/2020,1.603
Asia,8/4/2020,1.359
Asia,8/5/2020,1.284
Asia,8/6/2020,1.27
Asia,8/7/2020,1.417
Asia,8/8/2020,1.094
Asia,8/9/2020,1.234
Asia,8/10/2020,1.234
Asia,8/11/2020,1.872
Asia,8/12/2020,1.85
Asia,8/13/2020,1.894
Asia,8/14/2020,1.772
Asia,8/15/2020,1.922
Asia,8/16/2020,1.944
Asia,8/17/2020,1.944
Asia,8/18/2020,1.183
Asia,8/19/2020,0.911
Asia,8/20/2020,1.201
Asia,8/21/2020,1.524
Asia,8/22/2020,1.23
Asia,8/23/2020,1.28
Asia,8/24/2020,1.445
Asia,8/25/2020,1.689
Asia,8/26/2020,1.843
Asia,8/27/2020,1.327
Asia,8/28/2020,1.018
Asia,8/29/2020,0.893
Asia,8/30/2020,0.681
Asia,8/31/2020,0.585
Asia,9/1/2020,0.452
Asia,9/2/2020,0.466
Asia,9/3/2020,0.57
Asia,9/4/2020,0.531
Asia,9/5/2020,0.577
Asia,9/6/2020,0.914
Asia,9/7/2020,1.191
Asia,9/8/2020,1.162
Asia,9/9/2020,1.079
Asia,9/10/2020,1.018
Asia,9/11/2020,1.14
Asia,9/12/2020,1.209
Asia,9/13/2020,1.14
Asia,9/14/2020,0.997
Asia,9/15/2020,1.058
Asia,9/16/2020,1.115
Asia,9/17/2020,1.076
Asia,9/18/2020,0.993
Asia,9/19/2020,0.997
Asia,9/20/2020,1.176
Asia,9/21/2020,1.083
Asia,9/22/2020,1.008
Asia,9/23/2020,1.04
Asia,9/24/2020,1.069
Asia,9/25/2020,1.087
Asia,9/26/2020,0.979
Asia,9/27/2020,0.656
Asia,9/28/2020,0.592
Asia,9/29/2020,0.567
Asia,9/30/2020,0.441
Asia,10/1/2020,0.412
Asia,10/2/2020,0.373
Asia,10/3/2020,0.377
Asia,10/4/2020,0.409
Asia,10/5/2020,0.656
Asia,10/6/2020,0.832
Asia,10/7/2020,1.004
Asia,10/8/2020,1.187
Asia,10/9/2020,1.445
Asia,10/10/2020,1.456
Asia,10/11/2020,1.642
Asia,10/12/2020,1.607
Asia,10/13/2020,1.585
Asia,10/14/2020,1.599
Asia,10/15/2020,1.47
Asia,10/16/2020,1.363
Asia,10/17/2020,1.571
Asia,10/18/2020,1.438
Asia,10/19/2020,1.495
Asia,10/20/2020,1.603
Asia,10/21/2020,1.366
Asia,10/22/2020,1.427
Asia,10/23/2020,1.675
Asia,10/24/2020,1.65
Asia,10/25/2020,1.729
Asia,10/26/2020,1.65
Asia,10/27/2020,1.707
Asia,10/28/2020,2.048
Asia,10/29/2020,2.277
Asia,10/30/2020,2.302
Asia,10/31/2020,2.32
Asia,11/1/2020,2.356
Asia,11/2/2020,2.396
Asia,11/3/2020,2.496
Asia,11/4/2020,2.496
Asia,11/5/2020,2.399
Asia,11/6/2020,2.392
Asia,11/7/2020,2.299
Asia,11/8/2020,2.18
Asia,11/9/2020,2.36
Asia,11/10/2020,2.381
Asia,11/11/2020,2.636
Asia,11/12/2020,2.851
Asia,11/13/2020,3.084
Asia,11/14/2020,3.565
Asia,11/15/2020,3.593
Asia,11/16/2020,3.877
Asia,11/17/2020,3.966
Asia,11/18/2020,4.178
Asia,11/19/2020,4.454
Asia,11/20/2020,5.139
Asia,11/21/2020,5.286
Asia,11/22/2020,5.265
Asia,11/23/2020,5.257
Asia,11/24/2020,5.684
Asia,11/25/2020,5.917
Asia,11/26/2020,5.878
Asia,11/27/2020,5.336
Asia,11/28/2020,5.006
Asia,11/29/2020,5.247
Asia,11/30/2020,5.412
Asia,12/1/2020,5.415
Asia,12/2/2020,5.161
Asia,12/3/2020,5.343
Asia,12/4/2020,5.53
Asia,12/5/2020,5.555
Asia,12/6/2020,6.007
Asia,12/7/2020,6.046
Asia,12/8/2020,5.874
Asia,12/9/2020,5.914
Asia,12/10/2020,5.594
Asia,12/11/2020,5.361
Asia,12/12/2020,5.157
Asia,12/13/2020,4.701
Asia,12/14/2020,4.92
Asia,12/15/2020,4.834
Asia,12/16/2020,4.795
Asia,12/17/2020,4.974
Asia,12/18/2020,5.196
Asia,12/19/2020,5.845
Asia,12/20/2020,5.681
Asia,12/21/2020,5.039
Asia,12/22/2020,5.035
Asia,12/23/2020,4.902
Asia,12/24/2020,5.128
Asia,12/25/2020,4.996
Asia,12/26/2020,4.691
Asia,12/27/2020,4.705
Asia,12/28/2020,4.766
Asia,12/29/2020,4.515
Asia,12/30/2020,4.519
Asia,12/31/2020,3.489
Asia,1/1/2021,3.292
Asia,1/2/2021,2.948
Asia,1/3/2021,3.088
Asia,1/4/2021,3.235
Asia,1/5/2021,3.098
Asia,1/6/2021,2.779
Asia,1/7/2021,3.145
Asia,1/8/2021,2.937
Asia,1/9/2021,2.919
Asia,1/10/2021,2.797
Asia,1/11/2021,2.256
Asia,1/12/2021,2.055
Asia,1/13/2021,2.098
Asia,1/14/2021,2.037
Asia,1/15/2021,1.79
Asia,1/16/2021,1.929
Asia,1/17/2021,1.775
Asia,1/18/2021,1.879
Asia,1/19/2021,1.998
Asia,1/20/2021,2.109
Asia,1/21/2021,2.252
Asia,1/22/2021,2.338
Asia,1/23/2021,2.227
Asia,1/24/2021,2.191
Asia,1/25/2021,2.188
Asia,1/26/2021,2.184
Asia,1/27/2021,2.066
Asia,1/28/2021,1.75
Asia,1/29/2021,1.635
Asia,1/30/2021,1.61
Asia,1/31/2021,1.535
Asia,2/1/2021,1.388
Asia,2/2/2021,1.33
Asia,2/3/2021,1.148
Asia,2/4/2021,1.219
Asia,2/5/2021,1.169
Asia,2/6/2021,1.155
Asia,2/7/2021,1.119
Asia,2/8/2021,1.076
Asia,2/9/2021,0.943
Asia,2/10/2021,0.818
Asia,2/11/2021,0.678
Asia,2/12/2021,0.646
Asia,2/13/2021,0.513
Asia,2/14/2021,0.563
Asia,2/15/2021,0.556
Asia,2/16/2021,0.481
Asia,2/17/2021,0.495
Asia,2/18/2021,0.491
Asia,2/19/2021,0.466
Asia,2/20/2021,0.384
Asia,2/21/2021,0.402
Asia,2/22/2021,0.369
Asia,2/23/2021,0.459
Asia,2/24/2021,0.445
Asia,2/25/2021,0.441
Asia,2/26/2021,0.434
Asia,2/27/2021,0.455
Asia,2/28/2021,0.394
Asia,3/1/2021,0.416
Asia,3/2/2021,0.405
Asia,3/3/2021,0.38
Asia,3/4/2021,0.341
Asia,3/5/2021,0.47
Asia,3/6/2021,0.477
Asia,3/7/2021,0.477
Asia,3/8/2021,0.513
Asia,3/9/2021,0.42
Asia,3/10/2021,0.445
Asia,3/11/2021,0.509
Asia,3/12/2021,0.473
Asia,3/13/2021,0.427
Asia,3/14/2021,0.495
Asia,3/15/2021,0.391
Asia,3/16/2021,0.427
Asia,3/17/2021,0.438
Asia,3/18/2021,0.455
Asia,3/19/2021,0.394
Asia,3/20/2021,0.481
Asia,3/21/2021,0.423
Asia,3/22/2021,0.602
Asia,3/23/2021,0.653
Asia,3/24/2021,0.631
Asia,3/25/2021,0.653
Asia,3/26/2021,0.663
Asia,3/27/2021,0.706
Asia,3/28/2021,0.685
Asia,3/29/2021,0.606
Asia,3/30/2021,0.742
Asia,3/31/2021,0.94
Asia,4/1/2021,1.044
Asia,4/2/2021,1.14
Asia,4/3/2021,1.094
Asia,4/4/2021,1.37
Asia,4/5/2021,1.417
Asia,4/6/2021,1.417
Asia,4/7/2021,1.503
Asia,4/8/2021,1.528
Asia,4/9/2021,1.603
Asia,4/10/2021,1.969
Asia,4/11/2021,1.736
Asia,4/12/2021,1.883
Asia,4/13/2021,2.098
Asia,4/14/2021,2.22
Asia,4/15/2021,2.119
Asia,4/16/2021,2.127
Asia,4/17/2021,2.069
Asia,4/18/2021,2.27
Asia,4/19/2021,2.353
Asia,4/20/2021,2.414
Asia,4/21/2021,2.589
Asia,4/22/2021,2.79
Asia,4/23/2021,3.335
Asia,4/24/2021,3.618
Asia,4/25/2021,3.765
Asia,4/26/2021,4.006
Asia,4/27/2021,4.26
Asia,4/28/2021,4.146
Asia,4/29/2021,4.533
Asia,4/30/2021,4.314
Asia,5/1/2021,4.336
Asia,5/2/2021,4.587
Asia,5/3/2021,4.608
Asia,5/4/2021,4.798
Asia,5/5/2021,5.117
Asia,5/6/2021,5.688
Asia,5/7/2021,6.132
Asia,5/8/2021,6.513
Asia,5/9/2021,6.168
Asia,5/10/2021,6.322
Asia,5/11/2021,6.599
Asia,5/12/2021,6.889
Asia,5/13/2021,6.753
Asia,5/14/2021,6.814
Asia,5/15/2021,5.942
Asia,5/16/2021,5.889
Asia,5/17/2021,5.505
Asia,5/18/2021,5.078
Asia,5/19/2021,5.035
Asia,5/20/2021,5.487
Asia,5/21/2021,6.186
Asia,5/22/2021,7.438
Asia,5/23/2021,8.047
Asia,5/24/2021,9.6
Asia,5/25/2021,11.06
Asia,5/26/2021,12.986
Asia,5/27/2021,13.595
Asia,5/28/2021,14.524
Asia,5/29/2021,16.586
Asia,5/30/2021,18.049
Asia,5/31/2021,19.95
Asia,6/1/2021,21.782
Asia,6/2/2021,22.532
Asia,6/3/2021,24.217
Asia,6/4/2021,26.889
Asia,6/5/2021,28.159
Asia,6/6/2021,30.35
Asia,6/7/2021,32.286
Asia,6/8/2021,33.527
Asia,6/9/2021,35.948
Asia,6/10/2021,38.634
Asia,6/11/2021,39.764
Asia,6/12/2021,38.648
Asia,6/13/2021,38.146
Asia,6/14/2021,38.075
Asia,6/15/2021,39.254
Asia,6/16/2021,33.129
Asia,6/17/2021,38.153
Asia,6/18/2021,39.513
Asia,6/19/2021,42.249
Asia,6/20/2021,43.196
Asia,6/21/2021,44.626
Asia,6/22/2021,44.745
Asia,6/23/2021,52.606
Asia,6/24/2021,46.624
Asia,6/25/2021,46.111
Asia,6/26/2021,45.197
Asia,6/27/2021,44.16
Asia,6/28/2021,42.493
Asia,6/29/2021,40.915
Asia,6/30/2021,38.379
Asia,7/1/2021,38.315
Asia,7/2/2021,37.884
Asia,7/3/2021,37.156
Asia,7/4/2021,37.755
Asia,7/5/2021,36.529
Asia,7/6/2021,36.959
Asia,7/7/2021,37.16
Asia,7/8/2021,35.492
Asia,7/9/2021,33.818
Asia,7/10/2021,33.323
Asia,7/11/2021,31.666
Asia,7/12/2021,31.257
Asia,7/13/2021,30.214
Asia,7/14/2021,27.334
Asia,7/15/2021,27.757
Asia,7/16/2021,26.771
Asia,7/17/2021,26.706
Asia,7/18/2021,25.189
Asia,7/19/2021,24.551
Asia,7/20/2021,23.4
Asia,7/21/2021,21.944
Asia,7/22/2021,19.114
Asia,7/23/2021,15.736
Asia,7/24/2021,12.344
Asia,7/25/2021,11.723
Asia,7/26/2021,9.991
Asia,7/27/2021,9.303
Asia,7/28/2021,10.005
Asia,7/29/2021,10.088
Asia,7/30/2021,11.06
Asia,7/31/2021,12.509
Asia,8/1/2021,13.018
Asia,8/2/2021,13.269
Asia,8/3/2021,12.781
Asia,8/4/2021,12.125
Asia,8/5/2021,12.068
Asia,8/6/2021,11.788
Asia,8/7/2021,11.067
Asia,8/8/2021,10.604
Asia,8/9/2021,10.016
Asia,8/10/2021,8.754
Asia,8/11/2021,8.456
Asia,8/12/2021,7.897
Asia,8/13/2021,7.029
Asia,8/14/2021,6.1
Asia,8/15/2021,5.648
Asia,8/16/2021,4.892
Asia,8/17/2021,4.411
Asia,8/18/2021,3.844
Asia,8/19/2021,3.041
Asia,8/20/2021,2.431
Asia,8/21/2021,1.994
Asia,8/22/2021,1.714
Asia,8/23/2021,1.582
Asia,8/24/2021,1.495
Asia,8/25/2021,1.287
Asia,8/26/2021,1.474
Asia,8/27/2021,1.836
Asia,8/28/2021,1.829
Asia,8/29/2021,1.872
Asia,8/30/2021,2.026
Asia,8/31/2021,2.008
Asia,9/1/2021,1.929
Asia,9/2/2021,1.736
Asia,9/3/2021,1.488
Asia,9/4/2021,1.391
Asia,9/5/2021,1.399
Asia,9/6/2021,1.384
Asia,9/7/2021,1.456
Asia,9/8/2021,1.707
Asia,9/9/2021,1.915
Asia,9/10/2021,2.105
Asia,9/11/2021,2.105
Asia,9/12/2021,2.033
Asia,9/13/2021,2.008
Asia,9/14/2021,1.987
Asia,9/15/2021,1.962
Asia,9/16/2021,1.868
Asia,9/17/2021,1.883
Asia,9/18/2021,1.811
Asia,9/19/2021,1.782
Asia,9/20/2021,1.761
Asia,9/21/2021,1.908
Asia,9/22/2021,1.7
Asia,9/23/2021,1.574
Asia,9/24/2021,1.696
Asia,9/25/2021,1.696
Asia,9/26/2021,1.696
Asia,9/27/2021,1.746
Asia,9/28/2021,1.366
Asia,9/29/2021,1.33
Asia,9/30/2021,1.341
Asia,10/1/2021,0.828
Asia,10/2/2021,0.828
Asia,10/3/2021,0.828
,2/13/2020,
,2/14/2020,
,2/15/2020,
,2/16/2020,
,2/17/2020,
,2/18/2020,
,2/19/2020,0
,2/20/2020,0
,2/21/2020,0
,2/22/2020,0
,2/23/2020,0
,2/24/2020,0
,2/25/2020,0
,2/26/2020,0
,2/27/2020,0
,2/28/2020,0
,2/29/2020,0
,3/1/2020,0
,3/2/2020,0.001
,3/3/2020,0.001
,3/4/2020,0.002
,3/5/2020,0.002
,3/6/2020,0.004
,3/7/2020,0.004
,3/8/2020,0.008
,3/9/2020,0.009
,3/10/2020,0.01
,3/11/2020,0.01
,3/12/2020,0.011
,3/13/2020,0.014
,3/14/2020,0.022
,3/15/2020,0.024
,3/16/2020,0.033
,3/17/2020,0.04
,3/18/2020,0.051
,3/19/2020,0.068
,3/20/2020,0.083
,3/21/2020,0.096
,3/22/2020,0.116
,3/23/2020,0.147
,3/24/2020,0.183
,3/25/2020,0.225
,3/26/2020,0.264
,3/27/2020,0.303
,3/28/2020,0.317
,3/29/2020,0.348
,3/30/2020,0.351
,3/31/2020,0.367
,4/1/2020,0.375
,4/2/2020,0.385
,4/3/2020,0.419
,4/4/2020,0.454
,4/5/2020,0.469
,4/6/2020,0.499
,4/7/2020,0.505
,4/8/2020,0.524
,4/9/2020,0.543
,4/10/2020,0.519
,4/11/2020,0.523
,4/12/2020,0.54
,4/13/2020,0.547
,4/14/2020,0.582
,4/15/2020,0.6
,4/16/2020,0.636
,4/17/2020,0.713
,4/18/2020,0.776
,4/19/2020,0.809
,4/20/2020,0.85
,4/21/2020,0.861
,4/22/2020,0.907
,4/23/2020,0.935
,4/24/2020,0.966
,4/25/2020,0.959
,4/26/2020,0.994
,4/27/2020,1.013
,4/28/2020,1.069
,4/29/2020,1.133
,4/30/2020,1.186
,5/1/2020,1.187
,5/2/2020,1.291
,5/3/2020,1.297
,5/4/2020,1.434
,5/5/2020,1.478
,5/6/2020,1.532
,5/7/2020,1.588
,5/8/2020,1.787
,5/9/2020,1.852
,5/10/2020,1.954
,5/11/2020,1.996
,5/12/2020,2.113
,5/13/2020,2.152
,5/14/2020,2.218
,5/15/2020,2.145
,5/16/2020,2.16
,5/17/2020,2.236
,5/18/2020,2.3
,5/19/2020,2.283
,5/20/2020,2.375
,5/21/2020,2.539
,5/22/2020,2.637
,5/23/2020,2.726
,5/24/2020,2.81
,5/25/2020,2.858
,5/26/2020,2.931
,5/27/2020,3.065
,5/28/2020,3.088
,5/29/2020,3.283
,5/30/2020,3.518
,5/31/2020,3.635
,6/1/2020,3.807
,6/2/2020,3.928
,6/3/2020,3.93
,6/4/2020,4.158
,6/5/2020,4.308
,6/6/2020,4.358
,6/7/2020,4.471
,6/8/2020,4.561
,6/9/2020,4.727
,6/10/2020,4.877
,6/11/2020,4.908
,6/12/2020,5.001
,6/13/2020,5.156
,6/14/2020,5.41
,6/15/2020,5.716
,6/16/2020,5.838
,6/17/2020,6.066
,6/18/2020,6.152
,6/19/2020,6.333
,6/20/2020,6.672
,6/21/2020,6.74
,6/22/2020,6.678
,6/23/2020,6.827
,6/24/2020,7.098
,6/25/2020,7.484
,6/26/2020,7.67
,6/27/2020,7.762
,6/28/2020,7.884
,6/29/2020,8.106
,6/30/2020,8.37
,7/1/2020,8.564
,7/2/2020,8.799
,7/3/2020,9.169
,7/4/2020,9.507
,7/5/2020,9.822
,7/6/2020,10.094
,7/7/2020,10.703
,7/8/2020,10.862
,7/9/2020,11.381
,7/10/2020,11.645
,7/11/2020,11.989
,7/12/2020,12.309
,7/13/2020,12.551
,7/14/2020,12.238
,7/15/2020,12.58
,7/16/2020,12.711
,7/17/2020,12.901
,7/18/2020,12.925
,7/19/2020,13.117
,7/20/2020,13.059
,7/21/2020,13
,7/22/2020,13.164
,7/23/2020,12.959
,7/24/2020,13.225
,7/25/2020,13.134
,7/26/2020,13.107
,7/27/2020,12.893
,7/28/2020,12.853
,7/29/2020,12.648
,7/30/2020,12.539
,7/31/2020,12.217
,8/1/2020,12.09
,8/2/2020,11.51
,8/3/2020,11.241
,8/4/2020,10.869
,8/5/2020,10.632
,8/6/2020,10.311
,8/7/2020,9.737
,8/8/2020,9.456
,8/9/2020,9.417
,8/10/2020,9.237
,8/11/2020,9.024
,8/12/2020,8.39
,8/13/2020,7.981
,8/14/2020,7.883
,8/15/2020,7.633
,8/16/2020,7.383
,8/17/2020,7.354
,8/18/2020,7.435
,8/19/2020,7.605
,8/20/2020,7.626
,8/21/2020,7.39
,8/22/2020,7.246
,8/23/2020,7.152
,8/24/2020,7.013
,8/25/2020,6.897
,8/26/2020,6.686
,8/27/2020,6.472
,8/28/2020,6.247
,8/29/2020,6.031
,8/30/2020,5.971
,8/31/2020,5.897
,9/1/2020,5.858
,9/2/2020,5.843
,9/3/2020,5.759
,9/4/2020,5.808
,9/5/2020,5.707
,9/6/2020,5.639
,9/7/2020,5.646
,9/8/2020,5.701
,9/9/2020,5.657
,9/10/2020,5.688
,9/11/2020,5.7
,9/12/2020,5.702
,9/13/2020,5.59
,9/14/2020,5.549
,9/15/2020,5.432
,9/16/2020,5.331
,9/17/2020,5.389
,9/18/2020,5.334
,9/19/2020,5.472
,9/20/2020,5.646
,9/21/2020,5.611
,9/22/2020,5.64
,9/23/2020,5.786
,9/24/2020,5.743
,9/25/2020,5.723
,9/26/2020,5.482
,9/27/2020,5.477
,9/28/2020,5.427
,9/29/2020,5.496
,9/30/2020,5.466
,10/1/2020,5.37
,10/2/2020,5.461
,10/3/2020,5.712
,10/4/2020,5.683
,10/5/2020,5.584
,10/6/2020,5.489
,10/7/2020,5.709
,10/8/2020,6.088
,10/9/2020,6.058
,10/10/2020,6.547
,10/11/2020,6.639
,10/12/2020,6.762
,10/13/2020,6.89
,10/14/2020,6.99
,10/15/2020,6.804
,10/16/2020,7.024
,10/17/2020,7.101
,10/18/2020,7.019
,10/19/2020,7.415
,10/20/2020,7.616
,10/21/2020,7.509
,10/22/2020,7.702
,10/23/2020,7.676
,10/24/2020,7.414
,10/25/2020,7.508
,10/26/2020,7.613
,10/27/2020,7.497
,10/28/2020,7.646
,10/29/2020,7.655
,10/30/2020,7.986
,10/31/2020,7.916
,11/1/2020,8.041
,11/2/2020,7.716
,11/3/2020,7.945
,11/4/2020,8.165
,11/5/2020,8.615
,11/6/2020,8.418
,11/7/2020,8.828
,11/8/2020,9.058
,11/9/2020,9.194
,11/10/2020,9.433
,11/11/2020,9.433
,11/12/2020,9.473
,11/13/2020,9.779
,11/14/2020,9.682
,11/15/2020,9.689
,11/16/2020,9.837
,11/17/2020,9.807
,11/18/2020,9.939
,11/19/2020,9.747
,11/20/2020,9.859
,11/21/2020,9.783
,11/22/2020,9.807
,11/23/2020,9.783
,11/24/2020,9.744
,11/25/2020,9.677
,11/26/2020,9.678
,11/27/2020,9.709
,11/28/2020,9.714
,11/29/2020,9.743
,11/30/2020,9.771
,12/1/2020,9.598
,12/2/2020,9.782
,12/3/2020,9.959
,12/4/2020,10.16
,12/5/2020,10.302
,12/6/2020,10.344
,12/7/2020,10.373
,12/8/2020,10.625
,12/9/2020,10.935
,12/10/2020,11.298
,12/11/2020,11.414
,12/12/2020,11.764
,12/13/2020,12.05
,12/14/2020,12.131
,12/15/2020,12.623
,12/16/2020,12.803
,12/17/2020,12.948
,12/18/2020,12.973
,12/19/2020,13.298
,12/20/2020,13.528
,12/21/2020,14.087
,12/22/2020,14.295
,12/23/2020,14.775
,12/24/2020,15.454
,12/25/2020,16.126
,12/26/2020,16.138
,12/27/2020,16.164
,12/28/2020,15.999
,12/29/2020,16.014
,12/30/2020,16.518
,12/31/2020,16.803
,1/1/2021,17.007
,1/2/2021,17.164
,1/3/2021,17.509
,1/4/2021,18.194
,1/5/2021,18.892
,1/6/2021,19.433
,1/7/2021,20.02
,1/8/2021,20.924
,1/9/2021,22.191
,1/10/2021,23.194
,1/11/2021,23.841
,1/12/2021,23.761
,1/13/2021,23.58
,1/14/2021,23.457
,1/15/2021,22.949
,1/16/2021,22.165
,1/17/2021,21.644
,1/18/2021,21.063
,1/19/2021,20.794
,1/20/2021,20.198
,1/21/2021,19.544
,1/22/2021,18.963
,1/23/2021,18.946
,1/24/2021,18.276
,1/25/2021,17.675
,1/26/2021,17.167
,1/27/2021,16.39
,1/28/2021,15.644
,1/29/2021,14.939
,1/30/2021,13.952
,1/31/2021,13.492
,2/1/2021,13.082
,2/2/2021,12.688
,2/3/2021,12.127
,2/4/2021,11.678
,2/5/2021,11.337
,2/6/2021,10.867
,2/7/2021,10.469
,2/8/2021,10.329
,2/9/2021,9.964
,2/10/2021,9.72
,2/11/2021,9.247
,2/12/2021,9.035
,2/13/2021,8.785
,2/14/2021,8.626
,2/15/2021,8.469
,2/16/2021,8.333
,2/17/2021,8.234
,2/18/2021,8.456
,2/19/2021,8.158
,2/20/2021,8.014
,2/21/2021,7.92
,2/22/2021,7.834
,2/23/2021,7.602
,2/24/2021,7.426
,2/25/2021,7.251
,2/26/2021,7.255
,2/27/2021,7.077
,2/28/2021,7.067
,3/1/2021,7.043
,3/2/2021,7.022
,3/3/2021,7.062
,3/4/2021,7.084
,3/5/2021,6.82
,3/6/2021,7.042
,3/7/2021,6.943
,3/8/2021,6.994
,3/9/2021,7.021
,3/10/2021,6.975
,3/11/2021,7.252
,3/12/2021,7.39
,3/13/2021,7.431
,3/14/2021,7.441
,3/15/2021,7.353
,3/16/2021,7.483
,3/17/2021,7.541
,3/18/2021,7.131
,3/19/2021,7.42
,3/20/2021,7.303
,3/21/2021,7.363
,3/22/2021,7.495
,3/23/2021,7.45
,3/24/2021,7.436
,3/25/2021,7.564
,3/26/2021,8.168
,3/27/2021,8.205
,3/28/2021,8.187
,3/29/2021,8.186
,3/30/2021,8.309
,3/31/2021,8.505
,4/1/2021,9.513
,4/2/2021,8.956
,4/3/2021,8.871
,4/4/2021,8.931
,4/5/2021,8.881
,4/6/2021,8.862
,4/7/2021,8.754
,4/8/2021,8.188
,4/9/2021,8.134
,4/10/2021,8.232
,4/11/2021,8.252
,4/12/2021,8.355
,4/13/2021,8.37
,4/14/2021,8.603
,4/15/2021,8.172
,4/16/2021,8.119
,4/17/2021,8.497
,4/18/2021,8.456
,4/19/2021,8.304
,4/20/2021,8.342
,4/21/2021,8.128
,4/22/2021,8.11
