continent,date,new_cases_smoothed_per_million
South America,7/22/2020,113
South America,7/23/2020,111.989
South America,7/24/2020,110.532
South America,7/25/2020,109.647
South America,7/26/2020,110.494
South America,7/27/2020,110.747
South America,7/28/2020,112.405
South America,7/29/2020,112.822
South America,7/30/2020,109.877
South America,7/31/2020,106.799
South America,8/1/2020,104.59
South America,8/2/2020,103.661
South America,8/3/2020,100.902
South America,8/4/2020,97.869
South America,8/5/2020,97.764
South America,8/6/2020,97.668
South America,8/7/2020,97.839
South America,8/8/2020,99.378
South America,8/9/2020,99.081
South America,8/10/2020,100.761
South America,8/11/2020,101.527
South America,8/12/2020,99.973
South America,8/13/2020,99.363
South America,8/14/2020,98.791
South America,8/15/2020,95.764
South America,8/16/2020,95.846
South America,8/17/2020,92.634
South America,8/18/2020,91.005
South America,8/19/2020,88.254
South America,8/20/2020,87.853
South America,8/21/2020,86.685
South America,8/22/2020,87.786
South America,8/23/2020,87.139
South America,8/24/2020,89.719
South America,8/25/2020,90.195
South America,8/26/2020,91.667
South America,8/27/2020,91.109
South America,8/28/2020,90.738
South America,8/29/2020,91.466
South America,8/30/2020,91.526
South America,8/31/2020,90.403
South America,9/1/2020,90.418
South America,9/2/2020,92.009
South America,9/3/2020,92.195
South America,9/4/2020,92.924
South America,9/5/2020,92.388
South America,9/6/2020,93.214
South America,9/7/2020,93.303
South America,9/8/2020,92.173
South America,9/9/2020,91.37
South America,9/10/2020,90.477
South America,9/11/2020,89.719
South America,9/12/2020,90.953
South America,9/13/2020,90.998
South America,9/14/2020,90.411
South America,9/15/2020,92.515
South America,9/16/2020,91.162
South America,9/17/2020,92.805
South America,9/18/2020,91.399
South America,9/19/2020,89.288
South America,9/20/2020,85.704
South America,9/21/2020,82.053
South America,9/22/2020,78.372
South America,9/23/2020,78.937
South America,9/24/2020,77.956
South America,9/25/2020,82.097
South America,9/26/2020,84.06
South America,9/27/2020,86.455
South America,9/28/2020,90.738
South America,9/29/2020,95.006
South America,9/30/2020,97.318
South America,10/1/2020,97.526
South America,10/2/2020,94.597
South America,10/3/2020,92.887
South America,10/4/2020,91.295
South America,10/5/2020,89.786
South America,10/6/2020,89.273
South America,10/7/2020,85.131
South America,10/8/2020,83.77
South America,10/9/2020,83.124
South America,10/10/2020,82.715
South America,10/11/2020,83.22
South America,10/12/2020,82.432
South America,10/13/2020,81.599
South America,10/14/2020,81.287
South America,10/15/2020,77.926
South America,10/16/2020,77.487
South America,10/17/2020,77.391
South America,10/18/2020,77.249
South America,10/19/2020,77.874
South America,10/20/2020,75.829
South America,10/21/2020,76.327
South America,10/22/2020,79.079
South America,10/23/2020,79.681
South America,10/24/2020,78.365
South America,10/25/2020,76.61
South America,10/26/2020,76.536
South America,10/27/2020,74.706
South America,10/28/2020,73.561
South America,10/29/2020,73.755
South America,10/30/2020,71.866
South America,10/31/2020,72.23
South America,11/1/2020,72.877
South America,11/2/2020,70.951
South America,11/3/2020,71.955
South America,11/4/2020,70.728
South America,11/5/2020,70.877
South America,11/6/2020,73.011
South America,11/7/2020,72.282
South America,11/8/2020,72.082
South America,11/9/2020,72.416
South America,11/10/2020,72.163
South America,11/11/2020,72.587
South America,11/12/2020,73.286
South America,11/13/2020,71.68
South America,11/14/2020,72.119
South America,11/15/2020,72.238
South America,11/16/2020,72.312
South America,11/17/2020,72.148
South America,11/18/2020,72.528
South America,11/19/2020,71.189
South America,11/20/2020,71.048
South America,11/21/2020,70.394
South America,11/22/2020,69.65
South America,11/23/2020,70.461
South America,11/24/2020,70.468
South America,11/25/2020,70.892
South America,11/26/2020,71.754
South America,11/27/2020,71.814
South America,11/28/2020,72.855
South America,11/29/2020,72.795
South America,11/30/2020,71.851
South America,12/1/2020,72.699
South America,12/2/2020,72.914
South America,12/3/2020,72.453
South America,12/4/2020,73.554
South America,12/5/2020,72.327
South America,12/6/2020,74
South America,12/7/2020,77.324
South America,12/8/2020,79.339
South America,12/9/2020,80.9
South America,12/10/2020,82.045
South America,12/11/2020,80.595
South America,12/12/2020,82.633
South America,12/13/2020,85.786
South America,12/14/2020,86.908
South America,12/15/2020,87.704
South America,12/16/2020,88.879
South America,12/17/2020,91.399
South America,12/18/2020,97.861
South America,12/19/2020,100.932
South America,12/20/2020,101.326
South America,12/21/2020,105.312
South America,12/22/2020,103.059
South America,12/23/2020,105.46
South America,12/24/2020,114.658
South America,12/25/2020,109.275
South America,12/26/2020,111.825
South America,12/27/2020,108.256
South America,12/28/2020,104.36
South America,12/29/2020,110.026
South America,12/30/2020,119.239
South America,12/31/2020,110.204
South America,1/1/2021,124.421
South America,1/2/2021,130.184
South America,1/3/2021,134.482
South America,1/4/2021,138.4
South America,1/5/2021,142.133
South America,1/6/2021,137.806
South America,1/7/2021,150.223
South America,1/8/2021,154.789
South America,1/9/2021,162.395
South America,1/10/2021,176.464
South America,1/11/2021,187.759
South America,1/12/2021,193.581
South America,1/13/2021,201.076
South America,1/14/2021,204.749
South America,1/15/2021,206.705
South America,1/16/2021,206.348
South America,1/17/2021,207.523
South America,1/18/2021,207.143
South America,1/19/2021,208.318
South America,1/20/2021,209.798
South America,1/21/2021,211.136
South America,1/22/2021,214.787
South America,1/23/2021,216.78
South America,1/24/2021,217.702
South America,1/25/2021,218.817
South America,1/26/2021,218.23
South America,1/27/2021,216.735
South America,1/28/2021,215.903
South America,1/29/2021,213.278
South America,1/30/2021,210.081
South America,1/31/2021,208.192
South America,2/1/2021,206.043
South America,2/2/2021,204.742
South America,2/3/2021,198.957
South America,2/4/2021,194.027
South America,2/5/2021,187.9
South America,2/6/2021,187.246
South America,2/7/2021,184.234
South America,2/8/2021,181.892
South America,2/9/2021,179.602
South America,2/10/2021,177.943
South America,2/11/2021,178.977
South America,2/12/2021,181.817
South America,2/13/2021,180.791
South America,2/14/2021,180.858
South America,2/15/2021,179.877
South America,2/16/2021,177.341
South America,2/17/2021,176.508
South America,2/18/2021,177.23
South America,2/19/2021,174.501
South America,2/20/2021,174.359
South America,2/21/2021,172.887
South America,2/22/2021,174.501
South America,2/23/2021,173.088
South America,2/24/2021,175.17
South America,2/25/2021,179.959
South America,2/26/2021,185.818
South America,2/27/2021,190.153
South America,2/28/2021,187.119
South America,3/1/2021,198.986
South America,3/2/2021,202.214
South America,3/3/2021,205.82
South America,3/4/2021,206.526
South America,3/5/2021,212.073
South America,3/6/2021,216.118
South America,3/7/2021,231.696
South America,3/8/2021,228.744
South America,3/9/2021,234.611
South America,3/10/2021,240.894
South America,3/11/2021,248.3
South America,3/12/2021,253.074
South America,3/13/2021,259.476
South America,3/14/2021,262.666
South America,3/15/2021,265.439
South America,3/16/2021,273.024
South America,3/17/2021,269.64
South America,3/18/2021,282.236
South America,3/19/2021,286.78
South America,3/20/2021,295.271
South America,3/21/2021,303.592
South America,3/22/2021,311.28
South America,3/23/2021,313.608
South America,3/24/2021,323.98
South America,3/25/2021,322.516
South America,3/26/2021,329.163
South America,3/27/2021,333.297
South America,3/28/2021,336.866
South America,3/29/2021,344.942
South America,3/30/2021,346.012
South America,3/31/2021,355.091
South America,4/1/2021,361.099
South America,4/2/2021,365.568
South America,4/3/2021,368.55
South America,4/4/2021,368.379
South America,4/5/2021,357.865
South America,4/6/2021,359.055
South America,4/7/2021,353.076
South America,4/8/2021,355.902
South America,4/9/2021,363.873
South America,4/10/2021,364.676
South America,4/11/2021,369.658
South America,4/12/2021,374.075
South America,4/13/2021,378.7
South America,4/14/2021,381.042
South America,4/15/2021,374.967
South America,4/16/2021,363.531
South America,4/17/2021,363.055
South America,4/18/2021,358.541
South America,4/19/2021,360.036
South America,4/20/2021,353.039
South America,4/21/2021,350.489
South America,4/22/2021,346.667
South America,4/23/2021,346.436
South America,4/24/2021,338.049
South America,4/25/2021,333.253
South America,4/26/2021,329.208
South America,4/27/2021,324.07
South America,4/28/2021,318.753
South America,4/29/2021,317.288
South America,4/30/2021,314.849
South America,5/1/2021,304.447
South America,5/2/2021,307.719
South America,5/3/2021,298.922
South America,5/4/2021,292.163
South America,5/5/2021,287.598
South America,5/6/2021,284.467
South America,5/7/2021,279.084
South America,5/8/2021,284.199
South America,5/9/2021,271.767
South America,5/10/2021,275.068
South America,5/11/2021,278.704
South America,5/12/2021,278.831
South America,5/13/2021,277.745
South America,5/14/2021,280.608
South America,5/15/2021,284.608
South America,5/16/2021,290.579
South America,5/17/2021,292.133
South America,5/18/2021,292.342
South America,5/19/2021,298.773
South America,5/20/2021,310.143
South America,5/21/2021,315.251
South America,5/22/2021,320.932
South America,5/23/2021,322.486
South America,5/24/2021,320.962
South America,5/25/2021,323.891
South America,5/26/2021,327.089
South America,5/27/2021,330.234
South America,5/28/2021,338.086
South America,5/29/2021,343.41
South America,5/30/2021,353.857
South America,5/31/2021,364.981
South America,6/1/2021,371.309
South America,6/2/2021,374.424
South America,6/3/2021,374.595
South America,6/4/2021,371.524
South America,6/5/2021,376.759
South America,6/6/2021,375.123
South America,6/7/2021,375.785
South America,6/8/2021,379.666
South America,6/9/2021,377.696
South America,6/10/2021,374.58
South America,6/11/2021,372.327
South America,6/12/2021,362.311
South America,6/13/2021,360.757
South America,6/14/2021,355.27
South America,6/15/2021,348.154
South America,6/16/2021,340.502
South America,6/17/2021,332.777
South America,6/18/2021,324.062
South America,6/19/2021,314.403
South America,6/20/2021,301.48
South America,6/21/2021,294.156
South America,6/22/2021,287.717
South America,6/23/2021,273.99
South America,6/24/2021,250.144
South America,6/25/2021,241.437
South America,6/26/2021,233.235
South America,6/27/2021,223.703
South America,6/28/2021,214.996
South America,6/29/2021,207.017
South America,6/30/2021,204.429
South America,7/1/2021,198.421
South America,7/2/2021,186.948
South America,7/3/2021,177.111
South America,7/4/2021,168.649
South America,7/5/2021,159.652
South America,7/6/2021,153.852
South America,7/7/2021,151.941
South America,7/8/2021,156.402
South America,7/9/2021,147.063
South America,7/10/2021,139.04
South America,7/11/2021,131.567
South America,7/12/2021,126.518
South America,7/13/2021,122.109
South America,7/14/2021,117.439
South America,7/15/2021,110.829
South America,7/16/2021,105.274
South America,7/17/2021,99.051
South America,7/18/2021,92.21
South America,7/19/2021,83.726
South America,7/20/2021,81.577
South America,7/21/2021,79.74
South America,7/22/2021,75.97
South America,7/23/2021,72.937
South America,7/24/2021,68.914
South America,7/25/2021,69.137
South America,7/26/2021,70.356
South America,7/27/2021,68.646
South America,7/28/2021,67.39
South America,7/29/2021,63.761
South America,7/30/2021,61.501
South America,7/31/2021,59.649
South America,8/1/2021,57.738
South America,8/2/2021,55.82
South America,8/3/2021,54.779
South America,8/4/2021,54.028
South America,8/5/2021,52.801
South America,8/6/2021,51.619
South America,8/7/2021,50.102
South America,8/8/2021,47.745
South America,8/9/2021,48.064
South America,8/10/2021,47.336
South America,8/11/2021,46.726
South America,8/12/2021,46.146
South America,8/13/2021,43.551
South America,8/14/2021,43.008
South America,8/15/2021,43.343
South America,8/16/2021,41.759
South America,8/17/2021,40.948
South America,8/18/2021,39.885
South America,8/19/2021,37.877
South America,8/20/2021,37.275
South America,8/21/2021,36.137
South America,8/22/2021,34.383
South America,8/23/2021,33.178
South America,8/24/2021,33.044
South America,8/25/2021,32.286
South America,8/26/2021,31.743
South America,8/27/2021,31.126
South America,8/28/2021,30.345
South America,8/29/2021,29.839
South America,8/30/2021,29.267
South America,8/31/2021,29.007
South America,9/1/2021,29.371
South America,9/2/2021,27.809
South America,9/3/2021,26.508
South America,9/4/2021,25.519
South America,9/5/2021,24.255
South America,9/6/2021,23.764
South America,9/7/2021,23.17
South America,9/8/2021,22.478
South America,9/9/2021,21.92
South America,9/10/2021,22.039
South America,9/11/2021,22.039
South America,9/12/2021,22.158
South America,9/13/2021,22.411
South America,9/14/2021,22.612
South America,9/15/2021,22.954
South America,9/16/2021,23.601
South America,9/17/2021,24.144
South America,9/18/2021,25.014
South America,9/19/2021,25.266
South America,9/20/2021,23.839
South America,9/21/2021,23.75
South America,9/22/2021,24.664
South America,9/23/2021,26.687
South America,9/24/2021,28.516
South America,9/25/2021,29.676
South America,9/26/2021,31.832
South America,9/27/2021,34.338
South America,9/28/2021,35.461
South America,9/29/2021,36.108
South America,9/30/2021,36.1
South America,10/1/2021,35.937
South America,10/2/2021,36.427
South America,10/3/2021,36.078
Asia,1/22/2020,
Asia,1/23/2020,
Asia,1/24/2020,
Asia,1/25/2020,
Asia,1/26/2020,
Asia,1/27/2020,
Asia,1/28/2020,0.49
Asia,1/29/2020,0.547
Asia,1/30/2020,0.741
Asia,1/31/2020,0.878
Asia,2/1/2020,1.036
Asia,2/2/2020,1.439
Asia,2/3/2020,1.665
Asia,2/4/2020,1.799
Asia,2/5/2020,2.111
Asia,2/6/2020,2.219
Asia,2/7/2020,2.403
Asia,2/8/2020,2.464
Asia,2/9/2020,2.293
Asia,2/10/2020,2.237
Asia,2/11/2020,2.042
Asia,2/12/2020,1.71
Asia,2/13/2020,2.896
Asia,2/14/2020,3.187
Asia,2/15/2020,3.123
Asia,2/16/2020,3.032
Asia,2/17/2020,2.973
Asia,2/18/2020,2.949
Asia,2/19/2020,2.952
Asia,2/20/2020,1.5
Asia,2/21/2020,0.908
Asia,2/22/2020,0.848
Asia,2/23/2020,0.642
Asia,2/24/2020,0.474
Asia,2/25/2020,0.348
Asia,2/26/2020,0.348
Asia,2/27/2020,0.346
Asia,2/28/2020,0.332
Asia,2/29/2020,0.23
Asia,3/1/2020,0.286
Asia,3/2/2020,0.284
Asia,3/3/2020,0.246
Asia,3/4/2020,0.218
Asia,3/5/2020,0.19
Asia,3/6/2020,0.173
Asia,3/7/2020,0.139
Asia,3/8/2020,0.086
Asia,3/9/2020,0.07
Asia,3/10/2020,0.06
Asia,3/11/2020,0.051
Asia,3/12/2020,0.037
Asia,3/13/2020,0.023
Asia,3/14/2020,0.017
Asia,3/15/2020,0.015
Asia,3/16/2020,0.013
Asia,3/17/2020,0.013
Asia,3/18/2020,0.012
Asia,3/19/2020,0.014
Asia,3/20/2020,0.018
Asia,3/21/2020,0.019
Asia,3/22/2020,0.026
Asia,3/23/2020,0.026
Asia,3/24/2020,0.031
Asia,3/25/2020,0.033
Asia,3/26/2020,0.038
Asia,3/27/2020,0.038
Asia,3/28/2020,0.04
Asia,3/29/2020,0.036
Asia,3/30/2020,0.037
Asia,3/31/2020,0.036
Asia,4/1/2020,0.034
Asia,4/2/2020,0.03
Asia,4/3/2020,0.028
Asia,4/4/2020,0.024
Asia,4/5/2020,0.023
Asia,4/6/2020,0.023
Asia,4/7/2020,0.022
Asia,4/8/2020,0.025
Asia,4/9/2020,0.028
Asia,4/10/2020,0.028
Asia,4/11/2020,0.033
Asia,4/12/2020,0.041
Asia,4/13/2020,0.045
Asia,4/14/2020,0.051
Asia,4/15/2020,0.048
Asia,4/16/2020,0.047
Asia,4/17/2020,0.078
Asia,4/18/2020,0.074
Asia,4/19/2020,0.064
Asia,4/20/2020,0.058
Asia,4/21/2020,0.052
Asia,4/22/2020,0.049
Asia,4/23/2020,0.046
Asia,4/24/2020,0.012
Asia,4/25/2020,0.011
Asia,4/26/2020,0.009
Asia,4/27/2020,0.009
Asia,4/28/2020,0.008
Asia,4/29/2020,0.007
Asia,4/30/2020,0.007
Asia,5/1/2020,0.006
Asia,5/2/2020,0.005
Asia,5/3/2020,0.005
Asia,5/4/2020,0.004
Asia,5/5/2020,0.002
Asia,5/6/2020,0.002
Asia,5/7/2020,0.001
Asia,5/8/2020,0.001
Asia,5/9/2020,0.003
Asia,5/10/2020,0.004
Asia,5/11/2020,0.004
Asia,5/12/2020,0.004
Asia,5/13/2020,0.004
Asia,5/14/2020,0.005
Asia,5/15/2020,0.005
Asia,5/16/2020,0.005
Asia,5/17/2020,0.004
Asia,5/18/2020,0.004
Asia,5/19/2020,0.004
Asia,5/20/2020,0.003
Asia,5/21/2020,0.003
Asia,5/22/2020,0.003
Asia,5/23/2020,0.003
Asia,5/24/2020,0.003
Asia,5/25/2020,0.003
Asia,5/26/2020,0.003
Asia,5/27/2020,0.003
Asia,5/28/2020,0.003
Asia,5/29/2020,0.003
Asia,5/30/2020,0.003
Asia,5/31/2020,0.003
Asia,6/1/2020,0.003
Asia,6/2/2020,0.003
Asia,6/3/2020,0.003
Asia,6/4/2020,0.003
Asia,6/5/2020,0.003
Asia,6/6/2020,0.003
Asia,6/7/2020,0.002
Asia,6/8/2020,0.002
Asia,6/9/2020,0.002
Asia,6/10/2020,0.003
Asia,6/11/2020,0.004
Asia,6/12/2020,0.004
Asia,6/13/2020,0.009
Asia,6/14/2020,0.014
Asia,6/15/2020,0.018
Asia,6/16/2020,0.022
Asia,6/17/2020,0.023
Asia,6/18/2020,0.026
Asia,6/19/2020,0.025
Asia,6/20/2020,0.025
Asia,6/21/2020,0.021
Asia,6/22/2020,0.019
Asia,6/23/2020,0.016
Asia,6/24/2020,0.015
Asia,6/25/2020,0.014
Asia,6/26/2020,0.016
Asia,6/27/2020,0.012
Asia,6/28/2020,0.012
Asia,6/29/2020,0.011
Asia,6/30/2020,0.01
Asia,7/1/2020,0.009
Asia,7/2/2020,0.008
Asia,7/3/2020,0.006
Asia,7/4/2020,0.005
Asia,7/5/2020,0.004
Asia,7/6/2020,0.003
Asia,7/7/2020,0.004
Asia,7/8/2020,0.004
Asia,7/9/2020,0.004
Asia,7/10/2020,0.004
Asia,7/11/2020,0.004
Asia,7/12/2020,0.004
Asia,7/13/2020,0.004
Asia,7/14/2020,0.004
Asia,7/15/2020,0.003
Asia,7/16/2020,0.004
Asia,7/17/2020,0.006
Asia,7/18/2020,0.006
Asia,7/19/2020,0.008
Asia,7/20/2020,0.009
Asia,7/21/2020,0.009
Asia,7/22/2020,0.012
Asia,7/23/2020,0.012
Asia,7/24/2020,0.014
Asia,7/25/2020,0.017
Asia,7/26/2020,0.021
Asia,7/27/2020,0.027
Asia,7/28/2020,0.035
Asia,7/29/2020,0.043
Asia,7/30/2020,0.054
Asia,7/31/2020,0.055
Asia,8/1/2020,0.055
Asia,8/2/2020,0.053
Asia,8/3/2020,0.05
Asia,8/4/2020,0.043
Asia,8/5/2020,0.036
Asia,8/6/2020,0.027
Asia,8/7/2020,0.026
Asia,8/8/2020,0.023
Asia,8/9/2020,0.024
Asia,8/10/2020,0.025
Asia,8/11/2020,0.024
Asia,8/12/2020,0.023
Asia,8/13/2020,0.022
Asia,8/14/2020,0.021
Asia,8/15/2020,0.021
Asia,8/16/2020,0.018
Asia,8/17/2020,0.016
Asia,8/18/2020,0.016
Asia,8/19/2020,0.014
Asia,8/20/2020,0.013
Asia,8/21/2020,0.013
Asia,8/22/2020,0.012
Asia,8/23/2020,0.012
Asia,8/24/2020,0.011
Asia,8/25/2020,0.011
Asia,8/26/2020,0.011
Asia,8/27/2020,0.009
Asia,8/28/2020,0.008
Asia,8/29/2020,0.008
Asia,8/30/2020,0.008
Asia,8/31/2020,0.008
Asia,9/1/2020,0.007
Asia,9/2/2020,0.007
Asia,9/3/2020,0.009
Asia,9/4/2020,0.009
Asia,9/5/2020,0.009
Asia,9/6/2020,0.009
Asia,9/7/2020,0.008
Asia,9/8/2020,0.008
Asia,9/9/2020,0.008
Asia,9/10/2020,0.007
Asia,9/11/2020,0.006
Asia,9/12/2020,0.006
Asia,9/13/2020,0.006
Asia,9/14/2020,0.006
Asia,9/15/2020,0.007
Asia,9/16/2020,0.007
Asia,9/17/2020,0.009
Asia,9/18/2020,0.009
Asia,9/19/2020,0.009
Asia,9/20/2020,0.01
Asia,9/21/2020,0.009
Asia,9/22/2020,0.009
Asia,9/23/2020,0.009
Asia,9/24/2020,0.007
Asia,9/25/2020,0.007
Asia,9/26/2020,0.007
Asia,9/27/2020,0.008
Asia,9/28/2020,0.009
Asia,9/29/2020,0.009
Asia,9/30/2020,0.01
Asia,10/1/2020,0.01
Asia,10/2/2020,0.01
Asia,10/3/2020,0.01
Asia,10/4/2020,0.01
Asia,10/5/2020,0.01
Asia,10/6/2020,0.009
Asia,10/7/2020,0.009
Asia,10/8/2020,0.01
Asia,10/9/2020,0.01
Asia,10/10/2020,0.011
Asia,10/11/2020,0.011
Asia,10/12/2020,0.011
Asia,10/13/2020,0.012
Asia,10/14/2020,0.012
Asia,10/15/2020,0.012
Asia,10/16/2020,0.012
Asia,10/17/2020,0.011
Asia,10/18/2020,0.01
Asia,10/19/2020,0.011
Asia,10/20/2020,0.01
Asia,10/21/2020,0.011
Asia,10/22/2020,0.01
Asia,10/23/2020,0.012
Asia,10/24/2020,0.012
Asia,10/25/2020,0.012
Asia,10/26/2020,0.012
Asia,10/27/2020,0.015
Asia,10/28/2020,0.018
Asia,10/29/2020,0.019
Asia,10/30/2020,0.019
Asia,10/31/2020,0.02
Asia,11/1/2020,0.021
Asia,11/2/2020,0.024
Asia,11/3/2020,0.022
Asia,11/4/2020,0.02
Asia,11/5/2020,0.021
Asia,11/6/2020,0.021
Asia,11/7/2020,0.021
Asia,11/8/2020,0.022
Asia,11/9/2020,0.019
Asia,11/10/2020,0.019
Asia,11/11/2020,0.018
Asia,11/12/2020,0.015
Asia,11/13/2020,0.014
Asia,11/14/2020,0.012
Asia,11/15/2020,0.01
Asia,11/16/2020,0.009
Asia,11/17/2020,0.008
Asia,11/18/2020,0.008
Asia,11/19/2020,0.009
Asia,11/20/2020,0.009
Asia,11/21/2020,0.009
Asia,11/22/2020,0.009
Asia,11/23/2020,0.01
Asia,11/24/2020,0.01
Asia,11/25/2020,0.011
Asia,11/26/2020,0.01
Asia,11/27/2020,0.009
Asia,11/28/2020,0.008
Asia,11/29/2020,0.009
Asia,11/30/2020,0.008
Asia,12/1/2020,0.008
Asia,12/2/2020,0.008
Asia,12/3/2020,0.009
Asia,12/4/2020,0.01
Asia,12/5/2020,0.011
Asia,12/6/2020,0.01
Asia,12/7/2020,0.011
Asia,12/8/2020,0.011
Asia,12/9/2020,0.01
Asia,12/10/2020,0.01
Asia,12/11/2020,0.01
Asia,12/12/2020,0.01
Asia,12/13/2020,0.011
Asia,12/14/2020,0.011
Asia,12/15/2020,0.011
Asia,12/16/2020,0.01
Asia,12/17/2020,0.01
Asia,12/18/2020,0.01
Asia,12/19/2020,0.01
Asia,12/20/2020,0.011
Asia,12/21/2020,0.011
Asia,12/22/2020,0.011
Asia,12/23/2020,0.012
Asia,12/24/2020,0.012
Asia,12/25/2020,0.013
Asia,12/26/2020,0.012
Asia,12/27/2020,0.012
Asia,12/28/2020,0.013
Asia,12/29/2020,0.014
Asia,12/30/2020,0.015
Asia,12/31/2020,0.016
Asia,1/1/2021,0.015
Asia,1/2/2021,0.016
Asia,1/3/2021,0.017
Asia,1/4/2021,0.018
Asia,1/5/2021,0.019
Asia,1/6/2021,0.022
Asia,1/7/2021,0.026
Asia,1/8/2021,0.027
Asia,1/9/2021,0.031
Asia,1/10/2021,0.038
Asia,1/11/2021,0.04
Asia,1/12/2021,0.049
Asia,1/13/2021,0.056
Asia,1/14/2021,0.065
Asia,1/15/2021,0.075
Asia,1/16/2021,0.079
Asia,1/17/2021,0.079
Asia,1/18/2021,0.085
Asia,1/19/2021,0.084
Asia,1/20/2021,0.085
Asia,1/21/2021,0.082
Asia,1/22/2021,0.079
Asia,1/23/2021,0.076
Asia,1/24/2021,0.077
Asia,1/25/2021,0.074
Asia,1/26/2021,0.071
Asia,1/27/2021,0.062
Asia,1/28/2021,0.056
Asia,1/29/2021,0.051
Asia,1/30/2021,0.053
Asia,1/31/2021,0.044
Asia,2/1/2021,0.039
Asia,2/2/2021,0.034
Asia,2/3/2021,0.032
Asia,2/4/2021,0.029
Asia,2/5/2021,0.025
Asia,2/6/2021,0.017
Asia,2/7/2021,0.014
Asia,2/8/2021,0.013
Asia,2/9/2021,0.011
Asia,2/10/2021,0.009
Asia,2/11/2021,0.008
Asia,2/12/2021,0.007
Asia,2/13/2021,0.007
Asia,2/14/2021,0.007
Asia,2/15/2021,0.007
Asia,2/16/2021,0.006
Asia,2/17/2021,0.007
Asia,2/18/2021,0.007
Asia,2/19/2021,0.007
Asia,2/20/2021,0.007
Asia,2/21/2021,0.007
Asia,2/22/2021,0.006
Asia,2/23/2021,0.007
Asia,2/24/2021,0.006
Asia,2/25/2021,0.006
Asia,2/26/2021,0.006
Asia,2/27/2021,0.006
Asia,2/28/2021,0.007
Asia,3/1/2021,0.007
Asia,3/2/2021,0.007
Asia,3/3/2021,0.007
Asia,3/4/2021,0.007
Asia,3/5/2021,0.007
Asia,3/6/2021,0.008
Asia,3/7/2021,0.008
Asia,3/8/2021,0.008
Asia,3/9/2021,0.007
Asia,3/10/2021,0.007
Asia,3/11/2021,0.007
Asia,3/12/2021,0.007
Asia,3/13/2021,0.007
Asia,3/14/2021,0.005
Asia,3/15/2021,0.006
Asia,3/16/2021,0.006
Asia,3/17/2021,0.005
Asia,3/18/2021,0.006
Asia,3/19/2021,0.005
Asia,3/20/2021,0.005
Asia,3/21/2021,0.006
Asia,3/22/2021,0.005
Asia,3/23/2021,0.006
Asia,3/24/2021,0.006
Asia,3/25/2021,0.006
Asia,3/26/2021,0.007
Asia,3/27/2021,0.007
Asia,3/28/2021,0.008
Asia,3/29/2021,0.007
Asia,3/30/2021,0.008
Asia,3/31/2021,0.008
Asia,4/1/2021,0.008
Asia,4/2/2021,0.009
Asia,4/3/2021,0.01
Asia,4/4/2021,0.012
Asia,4/5/2021,0.014
Asia,4/6/2021,0.014
Asia,4/7/2021,0.015
Asia,4/8/2021,0.016
Asia,4/9/2021,0.015
Asia,4/10/2021,0.014
Asia,4/11/2021,0.012
Asia,4/12/2021,0.011
Asia,4/13/2021,0.011
Asia,4/14/2021,0.009
Asia,4/15/2021,0.008
Asia,4/16/2021,0.008
Asia,4/17/2021,0.009
Asia,4/18/2021,0.008
Asia,4/19/2021,0.008
Asia,4/20/2021,0.009
Asia,4/21/2021,0.009
Asia,4/22/2021,0.01
Asia,4/23/2021,0.009
Asia,4/24/2021,0.009
Asia,4/25/2021,0.009
Asia,4/26/2021,0.009
Asia,4/27/2021,0.008
Asia,4/28/2021,0.009
Asia,4/29/2021,0.009
Asia,4/30/2021,0.009
Asia,5/1/2021,0.01
Asia,5/2/2021,0.01
Asia,5/3/2021,0.01
Asia,5/4/2021,0.01
Asia,5/5/2021,0.008
Asia,5/6/2021,0.008
Asia,5/7/2021,0.007
Asia,5/8/2021,0.007
Asia,5/9/2021,0.007
Asia,5/10/2021,0.007
Asia,5/11/2021,0.008
Asia,5/12/2021,0.008
Asia,5/13/2021,0.008
Asia,5/14/2021,0.008
Asia,5/15/2021,0.009
Asia,5/16/2021,0.01
Asia,5/17/2021,0.011
Asia,5/18/2021,0.011
Asia,5/19/2021,0.011
Asia,5/20/2021,0.013
Asia,5/21/2021,0.012
Asia,5/22/2021,0.013
Asia,5/23/2021,0.012
Asia,5/24/2021,0.011
Asia,5/25/2021,0.011
Asia,5/26/2021,0.012
Asia,5/27/2021,0.01
Asia,5/28/2021,0.011
Asia,5/29/2021,0.01
Asia,5/30/2021,0.011
Asia,5/31/2021,0.011
Asia,6/1/2021,0.013
Asia,6/2/2021,0.013
Asia,6/3/2021,0.015
Asia,6/4/2021,0.016
Asia,6/5/2021,0.017
Asia,6/6/2021,0.017
Asia,6/7/2021,0.018
Asia,6/8/2021,0.017
Asia,6/9/2021,0.017
Asia,6/10/2021,0.016
Asia,6/11/2021,0.018
Asia,6/12/2021,0.018
Asia,6/13/2021,0.018
Asia,6/14/2021,0.017
Asia,6/15/2021,0.018
Asia,6/16/2021,0.017
Asia,6/17/2021,0.017
Asia,6/18/2021,0.017
Asia,6/19/2021,0.016
Asia,6/20/2021,0.015
Asia,6/21/2021,0.016
Asia,6/22/2021,0.016
Asia,6/23/2021,0.016
Asia,6/24/2021,0.016
Asia,6/25/2021,0.015
Asia,6/26/2021,0.014
Asia,6/27/2021,0.015
