location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Lithuania,2021-05-21,80+,51.91,43.73
Lithuania,2021-05-28,18-24,23.57,11.08
Lithuania,2021-05-28,25-49,34.14,14.09
Lithuania,2021-05-28,50-59,45.75,23.76
Lithuania,2021-05-28,60-69,60.89,39.84
Lithuania,2021-05-28,70-79,67.31,52.79
Lithuania,2021-05-28,80+,52.52,46.42
Lithuania,2021-06-04,18-24,33.79,13.72
Lithuania,2021-06-04,25-49,40.31,17.63
Lithuania,2021-06-04,50-59,48.09,28.75
Lithuania,2021-06-04,60-69,62.42,45.36
Lithuania,2021-06-04,70-79,67.91,58.64
Lithuania,2021-06-04,80+,52.99,48.65
Lithuania,2021-06-11,18-24,38.54,16.18
Lithuania,2021-06-11,25-49,43.6,21.65
Lithuania,2021-06-11,50-59,50.0,33.87
Lithuania,2021-06-11,60-69,63.73,49.9
Lithuania,2021-06-11,70-79,68.49,61.88
Lithuania,2021-06-11,80+,53.48,49.93
Lithuania,2021-06-18,18-24,40.53,19.18
Lithuania,2021-06-18,25-49,45.25,27.42
Lithuania,2021-06-18,50-59,51.4,38.87
Lithuania,2021-06-18,60-69,64.76,54.48
Lithuania,2021-06-18,70-79,69.0,64.51
Lithuania,2021-06-18,80+,53.87,51.02
Lithuania,2021-06-25,18-24,41.71,27.78
Lithuania,2021-06-25,25-49,46.19,33.47
Lithuania,2021-06-25,50-59,52.07,42.09
Lithuania,2021-06-25,60-69,65.23,57.45
Lithuania,2021-06-25,70-79,69.24,65.7
Lithuania,2021-06-25,80+,54.05,51.64
Lithuania,2021-07-02,18-24,43.28,34.45
Lithuania,2021-07-02,25-49,47.39,38.58
Lithuania,2021-07-02,50-59,53.11,45.71
Lithuania,2021-07-02,60-69,66.02,60.26
Lithuania,2021-07-02,70-79,69.66,66.84
Lithuania,2021-07-02,80+,54.41,52.32
Lithuania,2021-07-09,18-24,44.52,37.16
Lithuania,2021-07-09,25-49,48.54,41.28
Lithuania,2021-07-09,50-59,54.11,48.06
Lithuania,2021-07-09,60-69,66.8,62.01
Lithuania,2021-07-09,70-79,70.07,67.44
Lithuania,2021-07-09,80+,54.7,52.74
Lithuania,2021-07-16,18-24,45.73,39.18
Lithuania,2021-07-16,25-49,49.95,43.39
Lithuania,2021-07-16,50-59,55.45,49.91
Lithuania,2021-07-16,60-69,67.64,63.23
Lithuania,2021-07-16,70-79,70.41,67.81
Lithuania,2021-07-16,80+,54.98,53.02
Lithuania,2021-07-23,18-24,47.83,40.77
Lithuania,2021-07-23,25-49,52.47,45.23
Lithuania,2021-07-23,50-59,57.81,51.42
Lithuania,2021-07-23,60-69,69.15,64.26
Lithuania,2021-07-23,70-79,71.05,68.18
Lithuania,2021-07-23,80+,55.39,53.26
Lithuania,2021-07-30,18-24,50.87,42.56
Lithuania,2021-07-30,25-49,55.66,47.33
Lithuania,2021-07-30,50-59,60.97,53.07
Lithuania,2021-07-30,60-69,71.15,65.33
Lithuania,2021-07-30,70-79,71.8,68.52
Lithuania,2021-07-30,80+,55.92,53.54
Lithuania,2021-08-06,18-24,54.46,45.21
Lithuania,2021-08-06,25-49,59.41,50.42
Lithuania,2021-08-06,50-59,64.42,55.63
Lithuania,2021-08-06,60-69,73.51,67.01
Lithuania,2021-08-06,70-79,73.05,69.23
Lithuania,2021-08-06,80+,56.76,54.03
Lithuania,2021-08-13,18-24,57.71,48.24
Lithuania,2021-08-13,25-49,62.55,53.7
Lithuania,2021-08-13,50-59,67.22,58.67
Lithuania,2021-08-13,60-69,75.68,69.08
Lithuania,2021-08-13,70-79,74.4,70.24
Lithuania,2021-08-13,80+,57.76,54.75
Lithuania,2021-08-20,18-24,60.73,51.83
Lithuania,2021-08-20,25-49,65.19,57.41
Lithuania,2021-08-20,50-59,69.45,62.12
Lithuania,2021-08-20,60-69,77.33,71.39
Lithuania,2021-08-20,70-79,75.44,71.3
Lithuania,2021-08-20,80+,58.62,55.48
Lithuania,2021-08-27,18-24,63.38,55.05
Lithuania,2021-08-27,25-49,67.07,60.1
Lithuania,2021-08-27,50-59,70.94,64.45
Lithuania,2021-08-27,60-69,78.41,73.06
Lithuania,2021-08-27,70-79,76.13,72.26
Lithuania,2021-08-27,80+,59.19,56.13
Lithuania,2021-09-03,18-24,65.34,57.43
Lithuania,2021-09-03,25-49,68.41,62.0
Lithuania,2021-09-03,50-59,71.97,66.03
Lithuania,2021-09-03,60-69,79.1,74.3
Lithuania,2021-09-03,70-79,76.54,73.11
Lithuania,2021-09-03,80+,59.57,56.77
Lithuania,2021-09-10,18-24,66.77,59.46
Lithuania,2021-09-10,25-49,69.56,63.73
Lithuania,2021-09-10,50-59,72.89,67.54
Lithuania,2021-09-10,60-69,79.77,75.5
Lithuania,2021-09-10,70-79,76.92,73.85
Lithuania,2021-09-10,80+,59.9,57.42
Lithuania,2021-09-17,18-24,67.94,61.27
Lithuania,2021-09-17,25-49,70.66,65.27
Lithuania,2021-09-17,50-59,73.71,68.97
Lithuania,2021-09-17,60-69,80.36,76.72
Lithuania,2021-09-17,70-79,77.35,74.64
Lithuania,2021-09-17,80+,60.28,58.37
Lithuania,2021-09-24,18-24,67.94,61.27
Lithuania,2021-09-24,25-49,70.66,65.27
Lithuania,2021-09-24,50-59,73.71,68.97
Lithuania,2021-09-24,60-69,80.36,76.72
Lithuania,2021-09-24,70-79,77.35,74.64
Lithuania,2021-09-24,80+,60.28,58.37
Lithuania,2021-10-01,18-24,68.36,62.15
Lithuania,2021-10-01,25-49,71.12,65.96
Lithuania,2021-10-01,50-59,74.01,69.49
Lithuania,2021-10-01,60-69,80.57,77.09
Lithuania,2021-10-01,70-79,77.5,74.84
Lithuania,2021-10-01,80+,60.44,58.56
Luxembourg,2021-01-08,18-24,0.04,0.0
Luxembourg,2021-01-08,25-49,0.2,0.0
Luxembourg,2021-01-08,50-59,0.28,0.0
Luxembourg,2021-01-08,60-69,0.19,0.0
Luxembourg,2021-01-08,70-79,0.21,0.0
Luxembourg,2021-01-08,80+,1.35,0.0
Luxembourg,2021-01-15,18-24,0.09,0.0
Luxembourg,2021-01-15,25-49,0.43,0.0
Luxembourg,2021-01-15,50-59,0.54,0.0
Luxembourg,2021-01-15,60-69,0.36,0.0
Luxembourg,2021-01-15,70-79,0.41,0.0
Luxembourg,2021-01-15,80+,3.44,0.0
Luxembourg,2021-01-22,18-24,0.31,0.02
Luxembourg,2021-01-22,25-49,0.87,0.2
Luxembourg,2021-01-22,50-59,1.07,0.28
Luxembourg,2021-01-22,60-69,0.56,0.14
Luxembourg,2021-01-22,70-79,0.48,0.02
Luxembourg,2021-01-22,80+,3.45,0.0
Luxembourg,2021-01-29,18-24,0.57,0.02
Luxembourg,2021-01-29,25-49,1.39,0.2
Luxembourg,2021-01-29,50-59,1.69,0.28
Luxembourg,2021-01-29,60-69,0.89,0.19
Luxembourg,2021-01-29,70-79,0.96,0.2
Luxembourg,2021-01-29,80+,6.03,1.28
Luxembourg,2021-02-05,18-24,0.75,0.05
Luxembourg,2021-02-05,25-49,1.74,0.42
Luxembourg,2021-02-05,50-59,2.1,0.54
Luxembourg,2021-02-05,60-69,1.08,0.35
Luxembourg,2021-02-05,70-79,1.32,0.4
Luxembourg,2021-02-05,80+,9.62,3.28
Luxembourg,2021-02-12,18-24,1.05,0.19
Luxembourg,2021-02-12,25-49,2.23,0.73
Luxembourg,2021-02-12,50-59,2.6,0.87
Luxembourg,2021-02-12,60-69,1.39,0.48
Luxembourg,2021-02-12,70-79,1.56,0.45
Luxembourg,2021-02-12,80+,10.67,3.31
Luxembourg,2021-02-19,18-24,1.63,0.29
Luxembourg,2021-02-19,25-49,2.96,1.05
Luxembourg,2021-02-19,50-59,3.41,1.3
Luxembourg,2021-02-19,60-69,1.74,0.6
Luxembourg,2021-02-19,70-79,2.16,0.49
Luxembourg,2021-02-19,80+,16.89,3.35
Luxembourg,2021-02-26,18-24,1.89,0.41
Luxembourg,2021-02-26,25-49,3.3,1.38
Luxembourg,2021-02-26,50-59,3.83,1.7
Luxembourg,2021-02-26,60-69,1.93,0.87
Luxembourg,2021-02-26,70-79,2.3,0.94
Luxembourg,2021-02-26,80+,23.27,5.82
Luxembourg,2021-03-05,18-24,2.07,0.56
Luxembourg,2021-03-05,25-49,3.46,1.76
Luxembourg,2021-03-05,50-59,4.04,2.17
Luxembourg,2021-03-05,60-69,3.42,1.07
Luxembourg,2021-03-05,70-79,2.64,1.28
Luxembourg,2021-03-05,80+,37.44,9.27
Luxembourg,2021-03-12,18-24,2.29,0.67
Luxembourg,2021-03-12,25-49,3.58,1.91
Luxembourg,2021-03-12,50-59,4.32,2.32
Luxembourg,2021-03-12,60-69,4.8,1.24
Luxembourg,2021-03-12,70-79,9.74,1.51
Luxembourg,2021-03-12,80+,63.81,10.31
Luxembourg,2021-03-19,18-24,2.43,0.84
Luxembourg,2021-03-19,25-49,3.74,2.0
Luxembourg,2021-03-19,50-59,4.68,2.43
Luxembourg,2021-03-19,60-69,5.5,1.45
Luxembourg,2021-03-19,70-79,30.38,2.09
Luxembourg,2021-03-19,80+,78.24,16.08
Luxembourg,2021-03-26,18-24,2.61,0.97
Luxembourg,2021-03-26,25-49,3.98,2.18
Luxembourg,2021-03-26,50-59,4.94,2.67
Luxembourg,2021-03-26,60-69,5.77,1.6
Luxembourg,2021-03-26,70-79,50.32,2.22
Luxembourg,2021-03-26,80+,80.15,22.37
Luxembourg,2021-04-02,18-24,2.85,0.98
Luxembourg,2021-04-02,25-49,4.29,2.22
Luxembourg,2021-04-02,50-59,5.42,2.75
Luxembourg,2021-04-02,60-69,11.19,1.98
Luxembourg,2021-04-02,70-79,76.81,2.58
Luxembourg,2021-04-02,80+,80.74,36.45
Luxembourg,2021-04-09,18-24,3.15,1.05
Luxembourg,2021-04-09,25-49,4.61,2.28
Luxembourg,2021-04-09,50-59,6.11,2.96
Luxembourg,2021-04-09,60-69,31.56,2.7
Luxembourg,2021-04-09,70-79,78.65,8.88
Luxembourg,2021-04-09,80+,80.93,61.26
Luxembourg,2021-04-16,18-24,3.37,1.22
Luxembourg,2021-04-16,25-49,4.94,2.5
Luxembourg,2021-04-16,50-59,7.32,3.35
Luxembourg,2021-04-16,60-69,62.98,6.48
Luxembourg,2021-04-16,70-79,79.67,27.82
Luxembourg,2021-04-16,80+,81.34,74.07
Luxembourg,2021-04-23,18-24,3.49,1.36
Luxembourg,2021-04-23,25-49,5.4,2.84
Luxembourg,2021-04-23,50-59,12.33,3.74
Luxembourg,2021-04-23,60-69,73.18,6.76
Luxembourg,2021-04-23,70-79,80.24,28.8
Luxembourg,2021-04-23,80+,82.01,74.94
Luxembourg,2021-04-30,18-24,3.72,1.7
Luxembourg,2021-04-30,25-49,6.07,3.49
Luxembourg,2021-04-30,50-59,28.04,4.51
Luxembourg,2021-04-30,60-69,75.46,7.12
Luxembourg,2021-04-30,70-79,81.12,29.16
Luxembourg,2021-04-30,80+,82.42,75.13
Luxembourg,2021-05-07,18-24,3.91,2.05
Luxembourg,2021-05-07,25-49,10.53,4.04
Luxembourg,2021-05-07,50-59,44.31,8.6
Luxembourg,2021-05-07,60-69,76.63,25.25
Luxembourg,2021-05-07,70-79,81.81,30.98
Luxembourg,2021-05-07,80+,82.95,75.43
Luxembourg,2021-05-14,18-24,4.11,2.37
Luxembourg,2021-05-14,25-49,12.85,4.45
Luxembourg,2021-05-14,50-59,63.62,11.72
Luxembourg,2021-05-14,60-69,78.14,51.71
Luxembourg,2021-05-14,70-79,82.41,31.91
Luxembourg,2021-05-14,80+,83.59,75.86
Luxembourg,2021-05-21,18-24,4.27,2.64
Luxembourg,2021-05-21,25-49,17.78,5.63
Luxembourg,2021-05-21,50-59,73.2,18.19
Luxembourg,2021-05-21,60-69,78.89,62.62
Luxembourg,2021-05-21,70-79,82.9,33.38
Luxembourg,2021-05-21,80+,84.02,77.7
Luxembourg,2021-05-28,18-24,4.38,2.86
Luxembourg,2021-05-28,25-49,19.96,6.44
Luxembourg,2021-05-28,50-59,74.43,33.61
Luxembourg,2021-05-28,60-69,79.41,65.15
Luxembourg,2021-05-28,70-79,83.31,36.06
Luxembourg,2021-05-28,80+,84.36,79.73
Luxembourg,2021-06-04,18-24,4.51,3.16
Luxembourg,2021-06-04,25-49,28.96,7.86
Luxembourg,2021-06-04,50-59,75.1,44.93
Luxembourg,2021-06-04,60-69,79.73,66.44
Luxembourg,2021-06-04,70-79,83.55,55.2
Luxembourg,2021-06-04,80+,84.51,81.49
Luxembourg,2021-06-11,18-24,4.63,3.48
Luxembourg,2021-06-11,25-49,35.55,10.56
Luxembourg,2021-06-11,50-59,75.92,62.22
Luxembourg,2021-06-11,60-69,80.26,73.05
Luxembourg,2021-06-11,70-79,83.87,81.2
Luxembourg,2021-06-11,80+,84.68,82.62
Luxembourg,2021-06-18,18-24,5.36,4.23
Luxembourg,2021-06-18,25-49,45.26,14.53
Luxembourg,2021-06-18,50-59,76.72,70.36
Luxembourg,2021-06-18,60-69,80.8,76.09
Luxembourg,2021-06-18,70-79,84.17,82.05
Luxembourg,2021-06-18,80+,84.9,83.04
Luxembourg,2021-06-25,18-24,16.37,11.64
Luxembourg,2021-06-25,25-49,56.9,18.51
Luxembourg,2021-06-25,50-59,77.53,71.84
Luxembourg,2021-06-25,60-69,81.42,79.19
Luxembourg,2021-06-25,70-79,84.55,82.63
Luxembourg,2021-06-25,80+,85.24,83.33
Luxembourg,2021-07-02,18-24,33.19,13.06
Luxembourg,2021-07-02,25-49,61.53,29.28
Luxembourg,2021-07-02,50-59,77.99,74.53
Luxembourg,2021-07-02,60-69,81.75,79.68
Luxembourg,2021-07-02,70-79,84.77,82.97
Luxembourg,2021-07-02,80+,85.38,83.46
Luxembourg,2021-07-09,18-24,48.01,13.55
Luxembourg,2021-07-09,25-49,63.1,35.43
Luxembourg,2021-07-09,50-59,78.4,75.77
Luxembourg,2021-07-09,60-69,82.01,80.13
Luxembourg,2021-07-09,70-79,84.98,83.28
Luxembourg,2021-07-09,80+,85.51,83.62
Luxembourg,2021-07-16,18-24,51.98,15.21
Luxembourg,2021-07-16,25-49,64.38,45.62
Luxembourg,2021-07-16,50-59,79.13,76.89
Luxembourg,2021-07-16,60-69,82.53,80.83
Luxembourg,2021-07-16,70-79,85.31,83.67
Luxembourg,2021-07-16,80+,85.76,83.92
Luxembourg,2021-07-23,18-24,53.55,19.47
Luxembourg,2021-07-23,25-49,65.17,55.14
Luxembourg,2021-07-23,50-59,79.6,77.65
Luxembourg,2021-07-23,60-69,82.86,81.36
Luxembourg,2021-07-23,70-79,85.65,84.03
Luxembourg,2021-07-23,80+,85.91,84.24
Luxembourg,2021-07-30,18-24,54.8,34.69
Luxembourg,2021-07-30,25-49,65.88,60.79
Luxembourg,2021-07-30,50-59,79.98,78.2
Luxembourg,2021-07-30,60-69,83.12,81.73
Luxembourg,2021-07-30,70-79,85.92,84.31
Luxembourg,2021-07-30,80+,86.06,84.43
Luxembourg,2021-08-06,18-24,55.82,48.16
Luxembourg,2021-08-06,25-49,66.57,62.74
Luxembourg,2021-08-06,50-59,80.39,78.6
Luxembourg,2021-08-06,60-69,83.41,82.01
Luxembourg,2021-08-06,70-79,86.16,84.53
Luxembourg,2021-08-06,80+,86.25,84.57
Luxembourg,2021-08-13,18-24,56.63,51.28
Luxembourg,2021-08-13,25-49,67.12,63.76
Luxembourg,2021-08-13,50-59,80.7,79.05
Luxembourg,2021-08-13,60-69,83.71,82.4
Luxembourg,2021-08-13,70-79,86.37,84.82
Luxembourg,2021-08-13,80+,86.41,84.81
Luxembourg,2021-08-20,18-24,57.6,53.1
Luxembourg,2021-08-20,25-49,67.72,64.62
Luxembourg,2021-08-20,50-59,81.09,79.51
Luxembourg,2021-08-20,60-69,84.02,82.75
Luxembourg,2021-08-20,70-79,86.66,85.17
Luxembourg,2021-08-20,80+,86.64,84.97
Luxembourg,2021-08-27,18-24,58.5,54.56
Luxembourg,2021-08-27,25-49,68.23,65.32
Luxembourg,2021-08-27,50-59,81.42,79.92
Luxembourg,2021-08-27,60-69,84.27,83.01
Luxembourg,2021-08-27,70-79,86.89,85.47
Luxembourg,2021-08-27,80+,86.82,85.1
Luxembourg,2021-09-03,18-24,59.43,55.8
Luxembourg,2021-09-03,25-49,68.71,66.06
Luxembourg,2021-09-03,50-59,81.68,80.31
Luxembourg,2021-09-03,60-69,84.48,83.32
Luxembourg,2021-09-03,70-79,87.08,85.71
Luxembourg,2021-09-03,80+,87.03,85.31
Luxembourg,2021-09-10,18-24,60.45,56.77
Luxembourg,2021-09-10,25-49,69.25,66.71
Luxembourg,2021-09-10,50-59,82.03,80.68
Luxembourg,2021-09-10,60-69,84.73,83.62
Luxembourg,2021-09-10,70-79,87.29,85.95
Luxembourg,2021-09-10,80+,87.24,85.46
Luxembourg,2021-09-17,18-24,61.32,57.53
Luxembourg,2021-09-17,25-49,69.7,67.22
Luxembourg,2021-09-17,50-59,82.32,80.98
Luxembourg,2021-09-17,60-69,84.91,83.85
Luxembourg,2021-09-17,70-79,87.49,86.2
Luxembourg,2021-09-17,80+,87.42,85.65
Luxembourg,2021-09-24,18-24,61.93,58.32
Luxembourg,2021-09-24,25-49,70.11,67.71
Luxembourg,2021-09-24,50-59,82.58,81.3
Luxembourg,2021-09-24,60-69,85.11,84.1
Luxembourg,2021-09-24,70-79,87.64,86.41
Luxembourg,2021-09-24,80+,87.57,85.84
Luxembourg,2021-10-01,18-24,62.2,58.68
Luxembourg,2021-10-01,25-49,70.27,67.92
Luxembourg,2021-10-01,50-59,82.66,81.41
Luxembourg,2021-10-01,60-69,85.22,84.23
Luxembourg,2021-10-01,70-79,87.71,86.52
Luxembourg,2021-10-01,80+,87.69,86.02
Malta,2021-01-01,18-24,0.01,0.0
Malta,2021-01-01,25-49,0.02,0.0
Malta,2021-01-01,50-59,0.03,0.0
Malta,2021-01-01,60-69,0.01,0.0
Malta,2021-01-08,18-24,0.4,0.0
Malta,2021-01-08,25-49,1.12,0.0
Malta,2021-01-08,50-59,1.68,0.0
Malta,2021-01-08,60-69,0.74,0.0
Malta,2021-01-08,70-79,0.35,0.0
Malta,2021-01-08,80+,2.2,0.01
Malta,2021-01-15,18-24,0.8,0.01
Malta,2021-01-15,25-49,2.09,0.02
Malta,2021-01-15,50-59,2.89,0.03
Malta,2021-01-15,60-69,1.34,0.01
Malta,2021-01-15,70-79,0.82,0.0
Malta,2021-01-15,80+,17.05,0.03
Malta,2021-01-22,18-24,1.26,0.14
Malta,2021-01-22,25-49,3.18,0.44
Malta,2021-01-22,50-59,4.37,0.59
Malta,2021-01-22,60-69,1.97,0.21
Malta,2021-01-22,70-79,1.53,0.05
Malta,2021-01-22,80+,29.88,0.49
Malta,2021-01-29,18-24,1.56,0.4
Malta,2021-01-29,25-49,4.06,1.15
Malta,2021-01-29,50-59,5.71,1.69
Malta,2021-01-29,60-69,2.6,0.74
Malta,2021-01-29,70-79,2.1,0.33
Malta,2021-01-29,80+,35.8,2.09
Malta,2021-02-05,18-24,1.91,0.78
Malta,2021-02-05,25-49,4.88,2.07
Malta,2021-02-05,50-59,6.91,2.88
Malta,2021-02-05,60-69,3.3,1.32
Malta,2021-02-05,70-79,2.68,0.76
Malta,2021-02-05,80+,50.84,16.54
Malta,2021-02-12,18-24,2.5,1.24
Malta,2021-02-12,25-49,5.67,2.26
Malta,2021-02-12,50-59,7.8,4.34
Malta,2021-02-12,60-69,3.95,1.94
Malta,2021-02-12,70-79,3.1,1.45
Malta,2021-02-12,80+,66.49,29.06
Malta,2021-02-19,18-24,3.84,1.56
Malta,2021-02-19,25-49,7.27,3.12
Malta,2021-02-19,50-59,10.12,5.7
Malta,2021-02-19,60-69,5.76,2.55
Malta,2021-02-19,70-79,5.33,2.01
Malta,2021-02-19,80+,75.87,34.83
Malta,2021-02-26,18-24,7.26,1.92
Malta,2021-02-26,25-49,11.56,3.96
Malta,2021-02-26,50-59,14.37,6.89
Malta,2021-02-26,60-69,9.27,3.26
Malta,2021-02-26,70-79,9.35,2.62
Malta,2021-02-26,80+,80.12,48.91
Malta,2021-03-05,18-24,9.12,2.34
Malta,2021-03-05,25-49,16.15,4.64
Malta,2021-03-05,50-59,21.33,7.67
Malta,2021-03-05,60-69,15.41,3.69
Malta,2021-03-05,70-79,13.88,3.05
Malta,2021-03-05,80+,82.23,64.09
Malta,2021-03-12,18-24,11.64,2.73
Malta,2021-03-12,25-49,19.82,5.3
Malta,2021-03-12,50-59,25.22,8.79
Malta,2021-03-12,60-69,26.74,5.39
Malta,2021-03-12,70-79,21.65,5.15
Malta,2021-03-12,80+,88.57,72.91
Malta,2021-03-19,18-24,13.77,3.23
Malta,2021-03-19,25-49,22.03,6.02
Malta,2021-03-19,50-59,27.3,10.63
Malta,2021-03-19,60-69,36.8,8.2
Malta,2021-03-19,70-79,35.17,8.97
Malta,2021-03-19,80+,94.95,76.44
Malta,2021-03-26,18-24,15.1,3.45
Malta,2021-03-26,25-49,23.41,6.63
Malta,2021-03-26,50-59,29.02,13.3
Malta,2021-03-26,60-69,49.11,9.07
Malta,2021-03-26,70-79,57.61,13.53
Malta,2021-03-26,80+,98.36,78.12
Malta,2021-04-02,18-24,15.57,3.84
Malta,2021-04-02,25-49,24.13,7.43
Malta,2021-04-02,50-59,30.02,13.99
Malta,2021-04-02,60-69,64.8,10.07
Malta,2021-04-02,70-79,79.69,21.19
Malta,2021-04-02,80+,98.95,84.14
Malta,2021-04-09,18-24,16.43,4.36
Malta,2021-04-09,25-49,25.38,8.07
Malta,2021-04-09,50-59,37.97,14.79
Malta,2021-04-09,60-69,75.74,11.57
Malta,2021-04-09,70-79,87.19,37.76
Malta,2021-04-09,80+,99.76,90.83
Malta,2021-04-16,18-24,17.26,6.05
Malta,2021-04-16,25-49,26.36,9.68
Malta,2021-04-16,50-59,53.24,16.49
Malta,2021-04-16,60-69,80.16,13.1
Malta,2021-04-16,70-79,94.94,63.8
Malta,2021-04-16,80+,100.51,93.85
Malta,2021-04-23,18-24,18.3,8.76
Malta,2021-04-23,25-49,28.99,12.95
Malta,2021-04-23,50-59,67.78,18.58
Malta,2021-04-23,60-69,86.34,19.75
Malta,2021-04-23,70-79,101.84,72.68
Malta,2021-04-23,80+,101.65,94.46
Malta,2021-04-30,18-24,19.78,9.32
Malta,2021-04-30,25-49,36.4,14.38
Malta,2021-04-30,50-59,73.55,20.81
Malta,2021-04-30,60-69,91.97,22.65
Malta,2021-04-30,70-79,103.8,80.34
Malta,2021-04-30,80+,102.01,95.33
Malta,2021-05-07,18-24,22.01,10.02
Malta,2021-05-07,25-49,49.08,16.56
Malta,2021-05-07,50-59,78.09,22.83
Malta,2021-05-07,60-69,92.71,25.77
Malta,2021-05-07,70-79,104.22,87.8
Malta,2021-05-07,80+,102.22,96.07
Malta,2021-05-14,18-24,24.58,11.97
Malta,2021-05-14,25-49,59.54,22.0
Malta,2021-05-14,50-59,80.57,31.85
Malta,2021-05-14,60-69,93.25,33.47
Malta,2021-05-14,70-79,104.47,95.1
Malta,2021-05-14,80+,102.37,97.29
Malta,2021-05-21,18-24,39.12,19.99
Malta,2021-05-21,25-49,64.42,32.52
Malta,2021-05-21,50-59,81.7,39.83
Malta,2021-05-21,60-69,93.51,49.5
Malta,2021-05-21,70-79,104.62,97.13
Malta,2021-05-21,80+,102.52,97.7
Malta,2021-05-28,18-24,46.65,24.25
Malta,2021-05-28,25-49,67.51,44.27
Malta,2021-05-28,50-59,82.44,45.31
Malta,2021-05-28,60-69,93.71,58.95
Malta,2021-05-28,70-79,104.71,97.61
Malta,2021-05-28,80+,102.61,97.94
Malta,2021-06-04,18-24,52.65,27.02
Malta,2021-06-04,25-49,69.87,52.27
Malta,2021-06-04,50-59,83.14,47.85
Malta,2021-06-04,60-69,93.9,64.81
Malta,2021-06-04,70-79,104.79,98.59
Malta,2021-06-04,80+,102.72,98.15
Malta,2021-06-11,18-24,58.13,36.11
Malta,2021-06-11,25-49,73.5,56.67
Malta,2021-06-11,50-59,84.24,49.87
Malta,2021-06-11,60-69,94.1,79.8
Malta,2021-06-11,70-79,104.89,101.03
Malta,2021-06-11,80+,102.87,98.34
Malta,2021-06-18,18-24,61.71,43.4
Malta,2021-06-18,25-49,75.43,60.68
Malta,2021-06-18,50-59,84.53,57.14
Malta,2021-06-18,60-69,94.26,87.72
Malta,2021-06-18,70-79,104.98,102.39
Malta,2021-06-18,80+,102.97,98.51
Malta,2021-06-25,18-24,62.46,52.61
Malta,2021-06-25,25-49,75.96,64.77
Malta,2021-06-25,50-59,84.74,68.9
Malta,2021-06-25,60-69,94.34,89.46
Malta,2021-06-25,70-79,105.02,102.71
Malta,2021-06-25,80+,103.05,98.75
Malta,2021-07-02,18-24,64.42,59.71
Malta,2021-07-02,25-49,77.01,71.02
Malta,2021-07-02,50-59,85.11,80.26
Malta,2021-07-02,60-69,94.42,91.07
Malta,2021-07-02,70-79,105.09,102.96
Malta,2021-07-02,80+,103.11,102.01
Malta,2021-07-09,18-24,66.37,63.88
Malta,2021-07-09,25-49,78.13,75.15
Malta,2021-07-09,50-59,85.69,82.5
Malta,2021-07-09,60-69,94.57,91.51
Malta,2021-07-09,70-79,105.17,103.13
Malta,2021-07-09,80+,103.21,102.16
Malta,2021-07-16,18-24,69.67,65.1
Malta,2021-07-16,25-49,80.28,77.09
Malta,2021-07-16,50-59,86.5,83.35
Malta,2021-07-16,60-69,94.75,91.74
Malta,2021-07-16,70-79,105.28,103.23
Malta,2021-07-16,80+,103.34,102.26
Malta,2021-07-23,18-24,72.69,68.11
Malta,2021-07-23,25-49,82.53,80.17
Malta,2021-07-23,50-59,87.24,84.31
Malta,2021-07-23,60-69,95.03,92.0
Malta,2021-07-23,70-79,105.4,103.36
Malta,2021-07-23,80+,103.55,102.42
Malta,2021-07-30,18-24,75.01,71.05
Malta,2021-07-30,25-49,84.37,82.32
Malta,2021-07-30,50-59,87.8,85.11
Malta,2021-07-30,60-69,95.18,92.31
Malta,2021-07-30,70-79,105.46,103.48
Malta,2021-07-30,80+,103.73,102.58
Malta,2021-08-06,18-24,76.45,75.13
Malta,2021-08-06,25-49,85.63,84.92
Malta,2021-08-06,50-59,88.07,85.94
Malta,2021-08-06,60-69,95.26,92.54
Malta,2021-08-06,70-79,105.51,103.58
Malta,2021-08-06,80+,103.79,102.83
Malta,2021-08-13,18-24,77.39,77.35
Malta,2021-08-13,25-49,86.36,86.43
Malta,2021-08-13,50-59,88.28,86.45
Malta,2021-08-13,60-69,95.32,92.71
Malta,2021-08-13,70-79,105.53,103.65
Malta,2021-08-13,80+,103.88,102.94
Malta,2021-08-20,18-24,78.27,78.41
Malta,2021-08-20,25-49,87.0,87.16
Malta,2021-08-20,50-59,88.45,86.75
Malta,2021-08-20,60-69,95.37,92.79
Malta,2021-08-20,70-79,105.57,103.71
Malta,2021-08-20,80+,103.93,103.02
Malta,2021-08-27,18-24,78.85,78.68
Malta,2021-08-27,25-49,87.48,87.5
Malta,2021-08-27,50-59,88.6,86.84
Malta,2021-08-27,60-69,95.42,92.84
Malta,2021-08-27,70-79,105.59,103.74
Malta,2021-08-27,80+,103.97,103.06
Malta,2021-09-03,18-24,79.33,78.82
Malta,2021-09-03,25-49,87.8,87.64
Malta,2021-09-03,50-59,88.7,86.88
Malta,2021-09-03,60-69,95.44,92.87
Malta,2021-09-03,70-79,105.6,103.76
Malta,2021-09-03,80+,103.99,103.14
Malta,2021-09-10,18-24,79.52,79.11
Malta,2021-09-10,25-49,87.94,87.86
Malta,2021-09-10,50-59,88.74,86.93
Malta,2021-09-10,60-69,95.45,92.89
Malta,2021-09-10,70-79,105.61,103.78
Malta,2021-09-10,80+,104.0,103.16
Malta,2021-09-17,18-24,80.03,79.59
